RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,HSHLD_INCOME_DGREE_NM,DMSTC_TOUR_TY_VALUE
53342343,202211,1,1,14,1,1,0
53342361,202211,1,1,12,1,1,0
53342391,202211,0,0,14,2,2,0
53342396,202211,1,2,8,1,1,0
53342474,202211,1,0,2,2,2,0
53342497,202211,1,2,8,3,3,0
53342594,202211,1,1,1,3,3,0
53342631,202211,1,1,8,2,2,0
53342686,202211,1,0,1,2,2,0
53342718,202211,0,1,1,3,3,0
53342778,202211,0,0,1,3,3,0
53342868,202211,1,1,14,3,3,0
53342904,202211,0,4,1,1,1,0
53342961,202211,0,0,1,3,3,0
53343035,202211,0,0,8,0,0,0
53343036,202211,0,2,6,1,1,0
53343044,202211,0,1,1,1,1,0
53343064,202211,0,1,1,2,2,0
53343089,202211,1,3,11,1,1,0
53343134,202211,0,2,2,2,2,0
53343140,202211,1,1,7,1,1,0
53343142,202211,1,2,7,2,2,0
53343153,202211,0,2,8,1,1,0
53343167,202211,1,1,14,1,1,0
53343227,202211,0,2,8,2,2,0
53343373,202211,1,4,4,1,1,0
53343405,202211,0,0,5,3,3,0
53343413,202211,0,3,1,2,2,0
53343447,202211,0,1,12,3,3,0
53343449,202211,1,0,8,0,0,0
53343485,202211,1,2,1,1,1,0
53343487,202211,0,2,10,2,2,0
53343584,202211,1,1,1,3,3,0
53343610,202211,1,4,1,1,1,2
53343828,202211,1,0,14,2,2,0
53343916,202211,1,0,11,2,2,0
53343943,202211,1,4,1,1,1,0
53343951,202211,0,1,10,2,2,0
53344042,202211,1,2,1,3,3,0
53344050,202211,1,4,3,2,2,0
53344088,202211,1,0,12,3,3,2
53344095,202211,0,0,0,3,3,0
53344100,202211,0,0,1,1,1,0
53344120,202211,1,2,1,2,2,0
53344153,202211,0,1,4,1,1,0
53344199,202211,1,3,14,2,2,0
53344218,202211,1,2,1,1,1,0
53344242,202211,1,3,10,1,1,0
53344260,202211,0,1,1,1,1,0
53344312,202211,0,2,15,2,2,0
53344334,202211,0,2,15,2,2,0
53344392,202211,1,1,15,1,1,0
53344398,202211,1,2,6,2,2,0
53344440,202211,1,1,10,2,2,0
53344444,202211,0,2,7,2,2,0
53344498,202211,0,0,11,2,2,0
53344518,202211,1,3,7,1,1,0
53344525,202211,1,4,4,1,1,0
53344526,202211,1,3,2,1,1,0
53344607,202211,0,4,2,0,0,0
53344655,202211,1,3,7,3,3,0
53344670,202211,1,3,1,2,2,0
53344715,202211,0,2,1,3,3,0
53344721,202211,0,3,1,2,2,0
53344742,202211,0,1,1,2,2,0
53344792,202211,1,1,9,1,1,0
53344800,202211,1,3,4,1,1,0
53344801,202211,1,3,1,2,2,0
53344895,202211,1,0,6,1,1,0
53344909,202211,1,1,2,0,0,1
53344932,202211,0,3,15,2,2,0
53344993,202211,0,2,11,1,1,0
53345136,202211,1,2,1,1,1,2
53345158,202211,1,3,2,1,1,0
53345210,202211,1,3,9,1,1,0
53345213,202211,0,2,8,3,3,0
53345245,202211,0,3,8,1,1,1
53345265,202211,1,2,1,1,1,0
53345362,202211,1,2,4,3,3,0
53345480,202211,1,4,1,3,3,0
53345541,202211,0,3,1,0,0,0
53345548,202211,0,3,5,1,1,0
53345566,202211,1,3,10,1,1,0
53345580,202211,0,2,11,1,1,0
53345616,202211,1,4,7,1,1,0
53345640,202211,0,3,8,1,1,0
53345646,202211,0,1,8,0,0,3
53345674,202211,1,4,0,1,1,0
53345710,202211,0,4,5,0,0,0
53345791,202211,0,2,14,2,2,0
53345803,202211,0,2,6,2,2,0
53345883,202211,0,2,3,2,2,0
53345913,202211,0,4,0,1,1,3
53345943,202211,0,3,8,1,1,0
53345947,202211,1,3,8,3,3,3
53345953,202211,1,4,8,2,2,0
53346052,202211,0,4,6,2,2,0
53346063,202211,0,4,1,3,3,3
53346077,202211,0,3,2,3,3,0
53346104,202211,1,2,2,1,1,0
53346116,202211,0,3,2,1,1,0
53346125,202211,0,1,1,3,3,0
53346130,202211,0,3,1,2,2,0
53346145,202211,0,3,1,0,0,0
53346170,202211,0,4,1,2,2,0
53346177,202211,1,3,1,3,3,0
53346196,202211,1,0,1,1,1,0
53346201,202211,0,2,2,1,1,0
53346202,202211,1,3,9,2,2,0
53346343,202211,1,4,5,3,3,0
53346356,202211,0,2,3,0,0,0
53346359,202211,0,4,0,1,1,0
53346367,202211,0,3,3,2,2,2
53346466,202211,0,4,10,2,2,0
53346487,202211,0,3,1,1,1,0
53346495,202211,0,3,3,3,3,0
53346503,202211,1,1,10,1,1,0
53346553,202211,0,0,13,1,1,3
53346626,202211,0,1,2,2,2,0
53346653,202211,0,2,10,2,2,0
53346665,202211,1,4,12,2,2,0
53346717,202211,0,1,10,1,1,0
53346719,202211,0,2,1,1,1,0
53346725,202211,0,1,1,2,2,0
53346731,202211,1,2,10,1,1,0
53346744,202211,1,2,7,2,2,0
53346787,202211,1,3,1,1,1,3
53346794,202211,1,0,2,0,0,0
53346859,202211,0,0,1,2,2,0
53346941,202211,0,3,3,0,0,1
53346953,202211,0,3,2,1,1,0
53346962,202211,1,3,2,2,2,0
53346994,202211,0,2,2,3,3,0
53347023,202211,0,4,10,2,2,0
53347041,202211,0,2,1,1,1,0
53347086,202211,1,2,15,3,3,0
53347175,202211,1,4,5,2,2,0
53347202,202211,1,2,12,1,1,0
53347234,202211,1,0,14,3,3,0
53347263,202211,1,4,12,2,2,0
53347266,202211,1,1,1,1,1,0
53347347,202211,1,1,12,2,2,0
53347360,202211,0,2,1,1,1,0
53347382,202211,0,4,14,2,2,0
53347427,202211,1,2,14,3,3,0
53347477,202211,0,1,5,2,2,0
53347491,202211,1,1,8,3,3,0
53347524,202211,0,1,8,1,1,0
53347561,202211,1,2,1,2,2,3
53347566,202211,1,2,11,1,1,0
53347597,202211,0,0,1,2,2,0
53347700,202211,1,3,1,2,2,0
53347799,202211,0,0,12,0,0,0
53347911,202211,0,0,12,2,2,0
53347914,202211,0,0,8,2,2,0
53347917,202211,0,1,9,2,2,0
53347957,202211,1,3,8,2,2,0
53347959,202211,1,1,6,3,3,0
53347995,202211,0,0,4,0,0,3
53347998,202211,0,3,2,1,1,0
53348009,202211,1,4,2,2,2,0
53348012,202211,0,4,14,1,1,0
53348087,202211,1,0,1,1,1,3
53348127,202211,1,0,6,2,2,0
53348193,202211,0,1,14,1,1,0
53348203,202211,1,2,1,3,3,0
53348296,202211,1,4,8,3,3,0
53348318,202211,0,2,0,2,2,0
53348323,202211,0,3,3,2,2,2
53348327,202211,1,1,1,3,3,3
53348392,202211,1,1,2,1,1,0
53348404,202211,0,1,2,3,3,0
53348405,202211,1,4,12,2,2,0
53348452,202211,1,2,12,1,1,0
53348495,202211,0,3,1,2,2,0
53348514,202211,1,1,7,1,1,0
53348535,202211,1,4,0,2,2,0
53348564,202211,0,1,10,1,1,0
53348592,202211,0,3,5,1,1,0
53348600,202211,1,4,5,2,2,0
53348669,202211,1,1,11,1,1,0
53348714,202211,0,1,2,2,2,0
53348718,202211,0,4,15,0,0,0
53348727,202211,0,4,0,2,2,0
53348729,202211,0,4,5,2,2,0
53348776,202211,1,4,1,3,3,0
53348801,202211,0,4,8,3,3,0
53348878,202211,1,4,10,1,1,0
53348882,202211,1,3,1,2,2,0
53348890,202211,0,0,8,1,1,0
53348930,202211,0,3,11,0,0,0
53348983,202211,1,2,1,2,2,0
53349035,202211,1,4,2,3,3,0
53349066,202211,1,3,6,2,2,0
53349105,202211,1,3,8,2,2,0
53349132,202211,1,4,12,1,1,0
53349142,202211,0,2,8,2,2,0
53349151,202211,1,4,5,2,2,0
53349178,202211,0,3,1,0,0,0
53349193,202211,0,3,8,3,3,0
53349237,202211,1,2,1,1,1,0
53349239,202211,0,0,7,1,1,0
53349252,202211,1,4,1,0,0,3
53349296,202211,1,1,4,0,0,1
53349334,202211,1,1,0,0,0,0
53349335,202211,0,4,3,1,1,1
53349356,202211,1,3,3,2,2,0
53349381,202211,0,3,15,2,2,0
53349398,202211,0,2,14,1,1,0
53349410,202211,0,2,5,1,1,0
53349454,202211,1,2,2,3,3,0
53349465,202211,0,4,8,2,2,0
53349510,202211,1,1,1,3,3,0
53349536,202211,1,3,8,3,3,0
53349552,202211,1,4,1,3,3,0
53349561,202211,1,2,13,3,3,0
53349730,202211,1,3,1,3,3,0
53349772,202211,1,4,1,1,1,0
53349796,202211,1,0,12,1,1,0
53349899,202211,0,4,1,1,1,0
53349911,202211,1,3,1,2,2,0
53349914,202211,1,1,1,3,3,0
53349973,202211,0,2,10,1,1,2
53349994,202211,1,1,10,0,0,0
53350009,202211,1,2,14,3,3,0
53350045,202211,0,2,3,3,3,0
53350084,202211,0,3,1,2,2,2
53350117,202211,0,1,9,3,3,3
53350122,202211,0,3,8,2,2,0
53350156,202211,1,1,14,2,2,0
53350199,202211,0,0,8,3,3,0
53350209,202211,1,3,10,2,2,0
53350251,202211,0,0,2,2,2,0
53350418,202211,1,2,1,1,1,0
53350421,202211,0,2,1,2,2,0
53350444,202211,1,1,8,2,2,0
53350470,202211,0,4,1,1,1,0
53350489,202211,1,0,9,0,0,0
53350495,202211,0,3,1,1,1,0
53350520,202211,0,3,1,3,3,0
53350526,202211,1,3,9,3,3,0
53350529,202211,0,2,1,3,3,0
53350582,202211,0,4,15,3,3,3
53350585,202211,0,3,1,3,3,0
53350721,202211,0,2,1,2,2,0
53350731,202211,0,4,1,2,2,0
53350740,202211,0,3,1,3,3,0
53350836,202211,1,0,1,1,1,0
53350909,202211,1,4,9,1,1,2
53350914,202211,0,4,8,3,3,0
53350921,202211,0,1,6,1,1,0
53350927,202211,0,4,14,0,0,0
53350940,202211,1,0,1,2,2,0
53350992,202211,0,3,11,1,1,0
53351079,202211,0,4,8,2,2,0
53351080,202211,0,3,1,3,3,0
53351107,202211,1,3,7,3,3,0
53351164,202211,0,0,12,3,3,0
53351210,202211,1,1,2,0,0,0
53351222,202211,0,1,2,3,3,0
53351239,202211,1,2,12,2,2,0
53351256,202211,1,3,7,2,2,0
53351266,202211,1,2,5,1,1,0
53351319,202211,0,2,1,3,3,0
53351477,202211,1,2,13,2,2,0
53351524,202211,0,4,8,3,3,0
53351580,202211,0,4,12,0,0,0
53351594,202211,1,3,11,1,1,0
53351659,202211,0,4,1,3,3,0
53351723,202211,1,4,1,1,1,2
53351756,202211,1,4,10,3,3,0
53351954,202211,1,1,1,3,3,0
53351987,202211,1,4,11,2,2,1
53352042,202211,0,4,15,2,2,0
53352049,202211,1,2,14,3,3,0
53352062,202211,0,4,1,1,1,1
53352067,202211,1,1,10,3,3,0
53352101,202211,0,3,1,2,2,0
53352113,202211,0,4,12,1,1,0
53352115,202211,0,3,7,2,2,0
53352118,202211,0,3,14,3,3,0
53352233,202211,1,1,8,3,3,0
53352258,202211,0,2,3,1,1,0
53352314,202211,1,1,1,1,1,0
53352329,202211,0,2,11,2,2,3
53352339,202211,0,4,8,3,3,0
53352364,202211,0,3,1,3,3,0
53352429,202211,0,2,7,1,1,0
53352447,202211,0,4,1,3,3,0
53352470,202211,0,2,1,2,2,0
53352496,202211,1,1,2,1,1,0
53352500,202211,1,3,1,0,0,0
53352537,202211,1,1,14,0,0,0
53352551,202211,1,3,8,0,0,0
53352557,202211,0,1,9,1,1,0
53352564,202211,1,2,7,3,3,0
53352669,202211,0,1,1,1,1,0
53352700,202211,1,2,1,1,1,0
53352718,202211,1,3,8,2,2,0
53352731,202211,0,2,2,3,3,0
53352734,202211,0,1,12,3,3,0
53352804,202211,0,2,2,2,2,0
53352850,202211,0,4,7,2,2,0
53352918,202211,0,4,8,2,2,0
53352921,202211,0,2,12,1,1,0
53352946,202211,1,4,2,2,2,0
53352981,202211,1,3,8,3,3,0
53353005,202211,1,1,3,0,0,0
53353055,202211,0,0,8,3,3,3
53353129,202211,1,3,2,1,1,0
53353138,202211,0,2,5,0,0,0
53353147,202211,0,0,14,0,0,0
53353206,202211,0,2,5,1,1,0
53353223,202211,0,1,5,0,0,0
53353325,202211,1,3,14,3,3,0
53353353,202211,0,3,10,2,2,0
53353370,202211,0,1,6,3,3,0
53353382,202211,0,2,15,3,3,0
53353391,202211,0,3,2,3,3,0
53353413,202211,0,2,1,1,1,0
53353425,202211,0,1,10,2,2,3
53353452,202211,1,0,1,1,1,3
53353486,202211,1,3,0,2,2,0
53353532,202211,0,0,7,1,1,0
53353610,202211,1,3,5,3,3,0
53353628,202211,0,3,12,2,2,0
53353631,202211,1,2,8,2,2,3
53353633,202211,0,3,1,3,3,0
53353681,202211,1,1,14,1,1,0
53353716,202211,0,4,4,3,3,0
53353778,202211,0,2,1,2,2,0
53353859,202211,0,3,15,0,0,0
53353930,202211,1,2,7,1,1,0
53353935,202211,0,0,15,3,3,0
53354076,202211,1,3,1,2,2,0
53354094,202211,0,3,1,3,3,0
53354168,202211,1,2,8,1,1,0
53354200,202211,0,2,8,2,2,0
53354251,202211,1,2,1,3,3,0
53354288,202211,0,2,1,1,1,0
53354298,202211,1,1,1,1,1,0
53354306,202211,0,3,1,3,3,2
53354309,202211,1,4,10,3,3,0
53354412,202211,1,2,7,1,1,0
53354451,202211,1,2,5,1,1,0
53354478,202211,1,3,1,3,3,0
53354502,202211,1,3,7,3,3,0
53354545,202211,1,3,0,2,2,0
53354550,202211,0,1,1,1,1,0
53354718,202211,1,1,1,1,1,0
53354755,202211,1,3,8,1,1,0
53354786,202211,1,0,9,3,3,0
53354810,202211,1,2,8,1,1,0
53354840,202211,0,4,10,0,0,0
53354842,202211,1,2,4,3,3,0
53354859,202211,1,0,1,2,2,2
53354869,202211,1,2,1,1,1,0
53355008,202211,1,2,10,1,1,0
53355087,202211,1,2,1,2,2,3
53355145,202211,1,2,8,3,3,0
53355169,202211,0,3,7,3,3,0
53355191,202211,1,3,0,1,1,0
53355262,202211,1,2,7,2,2,0
53355311,202211,0,0,7,3,3,3
53355403,202211,0,3,7,2,2,0
53355406,202211,0,1,3,0,0,0
53355421,202211,1,1,1,1,1,0
53355457,202211,0,4,1,0,0,0
53355497,202211,1,1,3,0,0,0
53355502,202211,0,1,8,3,3,0
53355555,202211,0,1,2,2,2,0
53355608,202211,0,0,13,2,2,0
53355612,202211,1,2,1,2,2,0
53355695,202211,1,4,3,2,2,0
53355724,202211,0,0,3,1,1,0
53355850,202211,0,0,3,0,0,0
53355925,202211,1,2,1,1,1,0
53355940,202211,0,1,10,2,2,0
53355965,202211,1,2,8,1,1,0
53355973,202211,1,2,7,2,2,0
53356068,202211,1,2,4,2,2,0
53356078,202211,1,0,1,3,3,0
53356099,202211,1,2,8,1,1,0
53356160,202211,0,0,4,0,0,0
53356212,202211,1,4,1,2,2,0
53356290,202211,1,1,1,1,1,0
53356390,202211,1,2,13,3,3,2
53356395,202211,1,2,1,3,3,0
53356447,202211,1,2,3,3,3,0
53356449,202211,0,1,15,2,2,3
53356453,202211,0,2,1,2,2,0
53356472,202211,1,2,1,1,1,0
53356478,202211,0,2,10,1,1,0
53356481,202211,1,2,1,2,2,0
53356551,202211,1,2,2,3,3,0
53356623,202211,0,0,14,3,3,0
53356652,202211,1,1,14,2,2,0
53356665,202211,0,1,11,0,0,0
53356672,202211,1,0,8,3,3,2
53356674,202211,1,2,1,3,3,2
53356732,202211,0,0,11,2,2,0
53356755,202211,1,2,7,1,1,0
53356759,202211,1,0,1,3,3,0
53356861,202211,0,0,1,3,3,0
53356900,202211,1,3,6,3,3,0
53356903,202211,0,3,1,3,3,0
53356930,202211,0,2,1,2,2,0
53357002,202211,1,3,6,1,1,0
53357090,202211,0,1,1,3,3,0
53357099,202211,0,2,8,3,3,0
53357145,202211,1,3,4,3,3,0
53357146,202211,0,4,8,3,3,0
53357161,202211,0,1,1,1,1,0
53357167,202211,0,1,8,3,3,3
53357169,202211,1,0,12,3,3,0
53357199,202211,0,1,8,2,2,0
53357227,202211,0,2,8,2,2,0
53357249,202211,1,1,14,2,2,0
53357251,202211,0,1,8,0,0,0
53357378,202211,0,1,0,3,3,3
53357386,202211,1,4,7,3,3,0
53357414,202211,0,2,11,2,2,0
53357416,202211,1,1,1,1,1,0
53357517,202211,0,1,5,1,1,0
53357566,202211,1,3,8,3,3,0
53357587,202211,1,4,5,1,1,0
53357591,202211,1,1,9,0,0,0
53357604,202211,0,1,11,3,3,0
53357626,202211,0,4,9,2,2,1
53357641,202211,0,4,1,0,0,1
53357654,202211,0,4,5,3,3,0
53357672,202211,1,3,3,1,1,0
53357679,202211,1,4,3,2,2,0
53357911,202211,1,3,1,3,3,0
53357938,202211,1,1,6,3,3,2
53357966,202211,1,1,1,1,1,0
53357995,202211,1,2,8,3,3,0
53358005,202211,0,4,1,3,3,0
53358103,202211,1,2,7,1,1,0
53358168,202211,0,1,1,1,1,0
53358211,202211,1,2,15,3,3,0
53358233,202211,1,1,1,2,2,0
53358344,202211,0,2,1,3,3,0
53358364,202211,1,1,11,2,2,0
53358377,202211,1,2,1,1,1,0
53358396,202211,1,2,8,2,2,2
53358486,202211,1,4,9,1,1,0
53358511,202211,0,0,15,1,1,0
53358624,202211,0,3,13,2,2,0
53358637,202211,1,4,1,3,3,0
53358645,202211,0,0,1,0,0,0
53358658,202211,1,3,2,3,3,0
53358761,202211,0,4,8,0,0,0
53358808,202211,1,3,0,3,3,0
53358810,202211,1,3,1,2,2,0
53358853,202211,0,0,1,3,3,0
53358891,202211,1,4,1,1,1,1
53358908,202211,1,1,1,2,2,0
53358909,202211,0,3,1,1,1,0
53359133,202211,1,2,11,3,3,0
53359198,202211,1,2,12,3,3,0
53359298,202211,1,3,10,3,3,0
53359322,202211,0,0,1,3,3,0
53359326,202211,0,4,1,1,1,0
53359362,202211,1,1,5,0,0,0
53359369,202211,1,1,1,1,1,0
53359420,202211,1,3,3,2,2,0
53359432,202211,1,2,12,1,1,0
53359436,202211,0,2,1,1,1,0
53359465,202211,0,2,8,1,1,3
53359483,202211,0,1,15,3,3,0
53359522,202211,0,1,1,1,1,0
53359569,202211,0,4,5,3,3,0
53359594,202211,1,4,1,0,0,0
53359605,202211,1,2,10,2,2,0
53359607,202211,0,0,8,3,3,0
53359641,202211,0,1,1,3,3,0
53359644,202211,0,0,5,0,0,0
53359690,202211,0,3,14,1,1,0
53359714,202211,0,4,1,0,0,0
53359718,202211,0,1,11,2,2,0
53359721,202211,1,1,1,2,2,0
53359724,202211,0,4,7,1,1,0
53359747,202211,0,4,1,3,3,0
53359769,202211,1,4,6,2,2,0
53359779,202211,1,2,1,1,1,0
53359794,202211,0,3,7,3,3,0
53359834,202211,0,2,8,1,1,0
53359942,202211,0,4,1,3,3,0
53360039,202211,1,2,9,1,1,0
53360055,202211,0,3,10,3,3,0
53360057,202211,0,4,9,2,2,0
53360058,202211,0,2,10,3,3,0
53360092,202211,1,0,15,2,2,0
53360253,202211,0,3,2,1,1,0
53360422,202211,0,4,8,1,1,0
53360532,202211,1,4,6,3,3,0
53360589,202211,1,1,9,1,1,0
53360626,202211,1,4,1,1,1,0
53360635,202211,0,4,12,0,0,0
53360687,202211,1,0,4,0,0,0
53360697,202211,0,1,1,0,0,0
53360704,202211,1,4,7,3,3,0
53360715,202211,0,3,2,3,3,0
53360722,202211,1,3,15,3,3,0
53360738,202211,0,0,1,0,0,0
53360739,202211,0,4,3,1,1,1
53360817,202211,1,3,9,2,2,0
53360862,202211,1,4,1,3,3,0
53360871,202211,0,3,3,3,3,0
53360969,202211,1,0,12,1,1,0
53360992,202211,0,2,1,1,1,0
53361066,202211,1,1,5,2,2,0
53361163,202211,1,4,1,2,2,0
53361212,202211,0,1,14,1,1,0
53361284,202211,0,1,8,1,1,0
53361316,202211,1,2,1,3,3,0
53361329,202211,1,2,14,1,1,3
53361333,202211,1,1,1,3,3,0
53361397,202211,0,4,1,1,1,0
53361405,202211,1,4,8,3,3,0
53361425,202211,1,2,10,2,2,3
53361507,202211,0,2,2,1,1,0
53361565,202211,1,0,4,0,0,0
53361576,202211,0,1,11,2,2,0
53361636,202211,1,3,9,3,3,0
53361672,202211,0,3,2,3,3,0
53361721,202211,0,3,15,2,2,0
53361734,202211,0,3,12,3,3,0
53361755,202211,0,3,1,2,2,0
53361781,202211,1,0,1,3,3,0
53361784,202211,1,4,6,0,0,0
53361885,202211,0,3,8,3,3,0
53361916,202211,0,3,1,3,3,0
53361924,202211,1,3,1,3,3,0
53362080,202211,1,1,1,2,2,0
53362096,202211,1,4,2,1,1,0
53362110,202211,0,3,2,3,3,0
53362115,202211,0,0,5,3,3,0
53362134,202211,1,3,15,3,3,0
53362287,202211,1,3,1,2,2,0
53362334,202211,0,3,2,1,1,0
53362349,202211,1,2,10,1,1,0
53362397,202211,1,0,5,2,2,0
53362477,202211,0,1,8,1,1,0
53362573,202211,1,3,8,3,3,0
53362587,202211,1,3,10,3,3,0
53362610,202211,1,0,7,1,1,0
53362628,202211,0,3,11,2,2,0
53362641,202211,0,2,0,1,1,0
53362736,202211,0,0,5,3,3,0
53362819,202211,1,3,10,2,2,0
53362835,202211,1,2,5,2,2,0
53362890,202211,0,3,1,1,1,0
53362907,202211,0,4,8,2,2,0
53362930,202211,0,1,7,2,2,0
53362937,202211,0,3,12,3,3,0
53363015,202211,0,3,7,3,3,0
53363039,202211,1,2,8,2,2,0
53363216,202211,0,1,10,0,0,0
53363241,202211,0,2,8,3,3,0
53363247,202211,0,0,0,3,3,0
53363262,202211,1,2,1,1,1,0
53363373,202211,0,2,6,0,0,0
53363380,202211,0,2,8,0,0,0
53363428,202211,1,0,10,1,1,0
53363483,202211,0,1,14,1,1,0
53363506,202211,0,3,1,1,1,0
53363512,202211,1,4,1,2,2,0
53363534,202211,0,0,7,2,2,1
53363548,202211,1,0,8,2,2,0
53363576,202211,0,1,8,0,0,0
53363638,202211,0,2,1,1,1,0
53363657,202211,0,1,10,1,1,0
53363710,202211,0,1,8,3,3,3
53363732,202211,1,2,1,3,3,0
53363779,202211,1,3,6,3,3,0
53363820,202211,0,0,1,0,0,0
53363860,202211,1,1,8,2,2,0
53363874,202211,1,3,1,3,3,0
53363884,202211,0,0,0,0,0,0
53363904,202211,0,3,8,3,3,0
53363959,202211,1,3,13,1,1,0
53363974,202211,1,4,13,3,3,0
53364035,202211,1,3,3,2,2,0
53364086,202211,1,4,2,3,3,0
53364110,202211,1,1,1,2,2,0
53364115,202211,0,4,10,1,1,0
53364186,202211,1,3,10,1,1,0
53364218,202211,0,2,0,1,1,0
53364226,202211,1,3,11,2,2,0
53364333,202211,1,0,14,0,0,0
53364364,202211,0,4,5,2,2,0
53364391,202211,0,3,8,0,0,0
53364412,202211,0,3,14,1,1,0
53364438,202211,0,3,0,1,1,0
53364454,202211,1,4,3,0,0,0
53364480,202211,1,3,12,3,3,0
53364487,202211,1,4,1,2,2,0
53364534,202211,0,4,1,1,1,0
53364558,202211,0,2,8,1,1,0
53364568,202211,0,1,1,2,2,0
53364618,202211,1,1,11,2,2,0
53364628,202211,1,3,4,2,2,0
53364711,202211,0,3,8,3,3,1
53364722,202211,1,0,1,0,0,1
53364752,202211,1,4,10,1,1,0
53364755,202211,0,2,1,2,2,0
53364771,202211,0,3,8,3,3,0
53364895,202211,1,0,7,2,2,0
53364918,202211,1,0,1,0,0,0
53364919,202211,0,3,6,1,1,0
53364957,202211,0,2,1,2,2,0
53364969,202211,1,2,14,2,2,0
53364997,202211,1,3,1,1,1,0
53365042,202211,1,0,1,1,1,0
53365075,202211,1,1,1,0,0,0
53365077,202211,1,1,1,2,2,2
53365128,202211,1,2,8,2,2,0
53365132,202211,1,4,1,3,3,0
53365162,202211,1,2,1,3,3,0
53365165,202211,0,4,8,1,1,1
53365187,202211,1,1,8,2,2,0
53365255,202211,0,2,1,2,2,0
53365467,202211,0,2,13,1,1,0
53365472,202211,0,2,0,3,3,2
53365519,202211,1,2,1,2,2,0
53365537,202211,0,4,1,2,2,0
53365550,202211,1,4,5,2,2,0
53365582,202211,1,3,15,3,3,0
53365614,202211,1,0,11,3,3,0
53365644,202211,0,0,5,3,3,0
53365649,202211,0,2,2,1,1,0
53365697,202211,0,1,3,2,2,0
53365742,202211,0,2,1,3,3,0
53365767,202211,0,2,15,0,0,0
53365773,202211,1,2,4,2,2,0
53365787,202211,1,2,1,2,2,0
53365795,202211,0,4,11,3,3,0
53365820,202211,0,3,11,1,1,0
53365904,202211,0,1,0,2,2,0
53365906,202211,1,2,7,3,3,0
53365982,202211,1,3,1,3,3,0
53366109,202211,1,2,15,1,1,0
53366175,202211,1,3,8,2,2,0
53366216,202211,0,3,8,3,3,0
53366257,202211,1,4,1,3,3,0
53366272,202211,0,0,8,0,0,0
53366337,202211,1,2,5,1,1,0
53366395,202211,1,3,1,3,3,0
53366447,202211,1,1,12,0,0,0
53366449,202211,1,3,8,2,2,0
53366473,202211,1,0,15,2,2,0
53366503,202211,1,3,6,1,1,0
53366516,202211,0,4,0,1,1,0
53366520,202211,0,2,1,3,3,0
53366575,202211,1,2,2,3,3,0
53366585,202211,0,3,2,2,2,0
53366632,202211,1,1,1,2,2,0
53366652,202211,0,2,7,3,3,0
53366695,202211,1,2,6,2,2,0
53366912,202211,0,1,15,2,2,0
53366924,202211,0,3,14,1,1,0
53366949,202211,1,2,10,3,3,3
53366959,202211,0,0,11,1,1,0
53367092,202211,0,4,6,1,1,0
53367188,202211,0,1,0,2,2,0
53367230,202211,1,4,2,0,0,0
53367234,202211,0,3,1,3,3,0
53367351,202211,0,4,1,3,3,0
53367358,202211,0,2,10,2,2,0
53367399,202211,0,3,1,3,3,0
53367410,202211,0,2,8,2,2,0
53367416,202211,1,4,3,0,0,0
53367561,202211,1,4,1,0,0,0
53367564,202211,0,0,1,2,2,0
53367592,202211,0,4,1,1,1,0
53367603,202211,0,2,4,2,2,0
53367665,202211,1,1,1,1,1,0
53367715,202211,0,4,0,2,2,3
53367764,202211,1,3,7,2,2,0
53367780,202211,1,2,11,1,1,0
53367801,202211,1,1,8,3,3,0
53367820,202211,0,2,1,2,2,0
53367825,202211,1,2,1,2,2,0
53367828,202211,0,3,5,3,3,0
53367832,202211,0,1,1,1,1,0
53367839,202211,0,1,13,2,2,0
53367860,202211,0,3,10,2,2,0
53367929,202211,1,2,1,1,1,0
53367977,202211,1,4,10,1,1,0
53367982,202211,0,2,7,3,3,0
53368114,202211,0,3,9,1,1,0
53368168,202211,1,3,4,2,2,2
53368257,202211,1,1,2,2,2,0
53368293,202211,1,4,2,1,1,0
53368309,202211,0,3,8,3,3,0
53368313,202211,0,2,8,1,1,0
53368339,202211,1,3,7,2,2,0
53368462,202211,1,4,1,2,2,0
53368580,202211,0,4,1,3,3,0
53368610,202211,0,0,8,3,3,0
53368613,202211,0,4,14,3,3,0
53368617,202211,0,4,7,2,2,0
53368658,202211,0,2,8,2,2,0
53368733,202211,0,3,1,3,3,0
53368736,202211,0,4,14,3,3,0
53368791,202211,0,1,11,2,2,0
53368858,202211,1,2,5,2,2,0
53368875,202211,0,4,14,2,2,0
53368899,202211,0,0,8,3,3,0
53369010,202211,1,3,8,1,1,0
53369087,202211,1,3,6,2,2,0
53369184,202211,1,0,1,3,3,0
53369187,202211,1,1,8,3,3,2
53369191,202211,0,0,3,3,3,0
53369208,202211,0,3,8,3,3,0
53369269,202211,1,0,3,0,0,0
53369274,202211,1,3,15,1,1,0
53369358,202211,0,4,1,3,3,0
53369389,202211,0,3,5,1,1,0
53369423,202211,0,3,12,3,3,0
53369478,202211,1,3,8,3,3,0
53369482,202211,0,4,9,3,3,0
53369502,202211,0,4,8,3,3,0
53369529,202211,1,3,8,3,3,0
53369552,202211,1,1,1,1,1,2
53369577,202211,0,0,1,1,1,0
53369745,202211,1,2,6,2,2,0
53369815,202211,1,2,2,1,1,0
